periodo,barra_de,barra_para,fluxo
1,1,2,-39.51932676241245
1,1,3,-96.99489971731442
1,1,5,-34.36822812027262
1,2,4,-38.60688431827159
1,2,6,-23.872475644140863
1,3,9,72.77329906327304
1,3,24,-192.7282319805875
1,4,9,-61.56691751827157
1,5,10,-57.32826132027266
1,6,10,-46.83250884414092
1,7,8,-22.960033199999987
1,8,9,-34.64719092569414
1,8,10,-11.272875474305858
1,9,11,-26.301799041176512
1,9,12,-20.099043539516394
1,10,11,-72.29821717018967
1,10,12,-66.09546166852957
1,11,13,-19.029131666956665
1,11,14,-102.53091774440941
1,12,13,-29.96213978858028
1,12,23,-79.19239861946568
1,13,23,-71.95130465553717
1,14,16,-125.49095094440915
1,15,16,164.9676241031643
1,15,21,62.34729571624885
1,15,24,-204.27495301941244
1,16,17,29.49283708375161
1,16,19,-12.976197124997412
1,17,18,0.7910166878986722
1,17,22,5.741787195853729
1,18,21,-22.169016512102683
1,19,20,-35.93623032499718
1,20,23,174.1037364750029
1,21,22,17.218246004146266
2,1,2,-38.44870207421923
2,1,3,-92.57215256918943
2,1,5,-33.53872105659099
2,2,4,-37.312059180131044
2,2,6,-23.2730545940882
2,3,9,68.27359105368876
2,3,24,-182.98215532287824
2,4,9,-59.448470880131026
2,5,10,-55.67513275659103
2,6,10,-45.409466294088254
2,7,8,-22.136411699999986
2,8,9,-33.27070950598098
2,8,10,-11.00211389401901
2,9,11,-25.989331695397937
2,9,12,-20.59266933702554
2,10,11,-69.80989350153526
2,10,12,-64.41323114316286
2,11,13,-19.674296439105763
2,11,14,-98.26134045782732
2,12,13,-29.186480722035267
2,12,23,-77.95583145815313
2,13,23,-70.99718886114123
2,14,16,-120.39775215782707
2,15,16,154.12344803614354
2,15,21,59.318618040979004
2,15,24,-189.57847777712186
2,16,17,29.227028759021433
2,16,19,-17.637744580705885
2,17,18,1.4052022618874176
2,17,22,5.685414797134772
2,18,21,-20.731209438113865
2,19,20,-39.774156280705654
2,20,23,171.08943201929443
2,21,22,16.450996902865224
3,1,2,-37.42135807058942
3,1,3,-89.10795181544955
3,1,5,-32.76489574396058
3,2,4,-36.22165173763025
3,2,6,-22.733712822959184
3,3,9,64.88149170486336
3,3,24,-175.52345001031296
3,4,9,-57.75565822763022
3,5,10,-54.29890223396063
3,6,10,-44.267719312959215
3,7,8,-21.534006489999985
3,8,9,-32.241078424950985
3,8,10,-10.826934555049013
3,9,11,-25.713118806107744
3,9,12,-20.936132631610306
3,10,11,-67.85227438323307
3,10,12,-63.07528820873562
3,11,13,-20.146647477671706
3,11,14,-94.95275220166901
3,12,13,-28.566587394485474
3,12,23,-76.97883993586045
3,13,23,-70.24724136215737
3,14,16,-116.48675869166875
3,15,16,145.92448085734844
3,15,21,57.06041105233925
3,15,24,-178.51889839968698
3,16,17,29.075614907661183
3,16,19,-21.171899231982422
3,17,18,1.8893043353622723
3,17,22,5.6523040822996355
3,18,21,-19.644702154638956
3,19,20,-42.70590572198218
3,20,23,168.76008778801793
3,21,22,15.88170240770036
4,1,2,-36.90578286422101
4,1,3,-86.43096207974918
4,1,5,-32.34989286602945
4,2,4,-35.49140007809741
4,2,6,-22.419898816123602
4,3,9,62.06502705147651
4,3,24,-169.50150516122574
4,4,9,-56.49691610809738
4,5,10,-53.35540889602947
4,6,10,-43.42541484612365
4,7,8,-21.005516029999985
4,8,9,-31.373875870758418
4,8,10,-10.637156189241571
4,9,11,-25.546069521037946
4,9,12,-21.265211436341556
4,10,11,-66.35217702304546
4,10,12,-62.071318938349066
4,11,13,-20.56029776951749
4,11,14,-92.34346480456583
4,12,13,-28.105759813761757
4,12,23,-76.23628659092887
4,13,23,-69.67157361327942
4,14,16,-113.3489808345656
4,15,16,139.15378604142336
4,15,21,55.147183237351584
4,15,24,-169.30648530877428
4,16,17,28.874880882648835
4,16,19,-24.075591705791936
4,17,18,2.258931276179304
4,17,22,5.610433576470219
4,18,21,-18.746584753821875
4,19,20,-45.08110773579172
4,20,23,166.91337623420839
4,21,22,15.395082453529778
5,1,2,-35.97462995279017
5,1,3,-83.95965142277427
5,1,5,-31.66751074443509
5,2,4,-34.63347100743336
5,2,6,-21.96179030535683
5,3,9,59.7842002689201
5,3,24,-164.36448305169444
5,4,9,-55.25410236743334
5,5,10,-52.28814210443513
5,6,10,-42.582421665356875
5,7,8,-20.620631359999987
5,8,9,-30.690319254494387
5,8,10,-10.5509434655056
5,9,11,-25.31597201818959
5,9,12,-21.464880694818262
5,10,11,-64.94661495933438
5,10,12,-61.09552363596305
5,11,13,-20.862618794821035
5,11,14,-90.02059954270284
5,12,13,-27.650571778662517
5,12,23,-75.53046391211882
5,13,23,-69.13382193348374
5,14,16,-110.6412309027026
5,15,16,133.61455128435733
5,15,21,53.65601634394888
5,15,24,-161.89119898830558
5,16,17,28.826509096051527
5,16,19,-26.473820074397693
5,17,18,2.6074647709778134
5,17,22,5.598412965074383
5,18,21,-18.01316658902333
5,19,20,-47.094451434397456
5,20,23,165.28491720560262
5,21,22,15.02221839492562
6,1,2,-35.77816373243087
6,1,3,-82.5790550841391
6,1,5,-31.49912916342963
6,2,4,-34.28489288604734
6,2,6,-21.82563468638356
6,3,9,58.28297904820232
6,3,24,-161.19439797234145
6,4,9,-54.617256726047316
6,5,10,-51.83149300342967
6,6,10,-42.157998526383594
6,7,8,-20.332363839999985
6,8,9,-30.225230831282424
6,8,10,-10.439496848717571
6,9,11,-25.241394547642322
6,9,12,-21.6504778014853
6,10,11,-64.17613448234385
6,10,12,-60.58521773618681
6,11,13,-21.08808283365253
6,11,14,-88.66181003633353
6,12,13,-27.417450795891497
6,12,23,-75.15060858178062
6,13,23,-68.8378974695442
6,14,16,-108.9941738763333
6,15,16,130.01423311276017
6,15,21,52.62735753489899
6,15,24,-156.97395448765852
6,16,17,28.70209782510141
6,16,19,-28.014402428675417
6,17,18,2.7969770755632517
6,17,22,5.5727569095388185
6,18,21,-17.53538676443787
6,19,20,-48.34676626867516
6,20,23,164.3208698913249
6,21,22,14.759606930461182
7,1,2,-35.66075010084761
7,1,3,-81.71739789380005
7,1,5,-31.397460805351976
7,2,4,-34.06943990253856
7,2,6,-21.742582898309056
7,3,9,57.342387195242836
7,3,24,-159.21105778904294
7,4,9,-54.22071260253855
7,5,10,-51.548733505352004
7,6,10,-41.8938555983091
7,7,8,-20.151272699999986
7,8,9,-29.933622040889908
7,8,10,-10.368923359110083
7,9,11,-25.195716957158222
7,9,12,-21.767503191027615
7,10,11,-63.69549946445081
7,10,12,-60.26728569832021
7,11,13,-21.22970892255686
7,11,14,-87.8127801990521
7,12,13,-27.2722957918501
7,12,23,-74.91376579749772
7,13,23,-68.65327741440714
7,14,16,-107.96405289905185
7,15,16,127.75907142236163
7,15,21,51.9822062885961
7,15,24,-153.89255041095709
7,16,17,28.622884511404287
7,16,19,-28.979138688095375
7,17,18,2.9151718764021766
7,17,22,5.556439935002764
7,18,21,-17.23610082359893
7,19,20,-49.13041138809515
7,20,23,163.71831591190494
7,21,22,14.594832764997237
8,1,2,-35.732609838600396
8,1,3,-81.46502435976147
8,1,5,-31.437536461637826
8,2,4,-34.049233639121326
8,2,6,-21.75756637947908
8,3,9,56.99237744458421
8,3,24,-158.53159198434574
8,4,9,-54.12342381912129
8,5,10,-51.51172664163787
8,6,10,-41.83175655947913
8,7,8,-20.074190179999984
8,8,9,-29.82089804011835
8,8,10,-10.327482319881634
8,9,11,-25.200050712441552
8,9,12,-21.826083882214107
8,10,11,-63.55956126561297
8,10,12,-60.18559443538551
8,11,13,-21.289758035711067
8,11,14,-87.54404412234337
8,12,13,-27.236728982267454
8,12,23,-74.84913951533215
8,13,23,-68.60067719797868
8,14,16,-107.61823430234311
8,15,16,126.93253116489726
8,15,21,51.72904129075772
8,15,24,-152.73576263565434
8,16,17,28.56771942924267
8,16,19,-29.327612746689397
8,17,18,2.9480850257827917
8,17,22,5.545444223460528
8,18,21,-17.12610515421831
8,19,20,-49.401802926689136
8,20,23,163.5240068933109
8,21,22,14.528745956539474
9,1,2,-35.87051559980431
9,1,3,-82.05236635922179
9,1,5,-31.544885620973595
9,2,4,-34.21946133339261
9,2,6,-21.835588606411694
9,3,9,57.59293702486305
9,3,24,-159.8298377240849
9,4,9,-54.403995673392586
9,5,10,-51.72941996097363
9,6,10,-42.02012294641173
9,7,8,-20.184534339999985
9,8,9,-30.00479373304271
